"post_id","keyword","message","post_date","is_question","label"
52158550,"cho em hỏi","A luân cho em hỏi với, bh mua con surface pro 4 về, với cấu hình i5 6300u và ram 4gb liệu dùng được trong bao nhiêu năm nữa nhỉ? Em làm về code web nhẹ, chỉnh sửa wp và gõ văn bản là chính. Tầm 14tr nên mua em surface pro 4 cho tiện di chuyển, thao tác hay mua mất em i5u mới nhất 4 nhân 4 luồng a nhỉ? [USER=90722]@duyluan[/USER]","2018-09-04 11:49:56.000",1,"yes"
52159018,"giúp em","anh ơi, có thể teamview cài giúp em được ko?","2018-09-04 13:07:57.000",1,"yes"
52159494,"giúp em","Bác nào có địa chỉ mua thông tin giúp em với . Thanks","2018-09-04 14:25:48.000",0,"no"
52159546,"giúp với","Ai giúp với.","2018-09-04 14:35:09.000",0,"no"
52159548,"giúp mình","Check giúp mình với 354834093335325","2018-09-04 14:35:12.000",1,"yes"
52159642,"làm sao","Xin chào cả nhà,
Cho mình hỏi chút. Macbook Air 2012 của mình khi vào [B]Tùy chọn Hệ thống[/B]/[B]Trợ năng[/B] (Accessibility)/ [B]Chuột và bàn rê chuột [/B](Mouse and Trackpad) thì không thấy lựa chọn: [B]Ignore built-in trackpad when.... [/B]để bỏ chọn. Vậy muốn khôi phục chuột và bàn phím thì phải làm sao đây? Mong các bạn chỉ giáo. Cảm ơn!","2018-09-04 14:50:00.000",1,"yes"
52159679,"giúp mình","Mình có nhu cầu dùng thêm một máy phụ. Chủ yếu để công việc, giải trí, fb. Mình không chơi game, chụp ảnh. Đang lăn tăn giữa 2 em Pixel XL và Mi 8 SE.
- XL xấu hơn. Nhưng thuần Google nên độ ổn định chắc chắn không phải nghĩ. Đã được lên Pie. Lăn tăn về chip 821 đã lâu, không biết có còn đáp ứng được các nhu cầu của mình không.
- 8 SE ngoại hình đẹp hơn đáng kể. Có thêm hồng ngoại để tận dụng thay điều khiển trong phòng. Cấu hình chắc chắn là đủ dùng. Lăn tăn về vấn đề hàng tàu, độ ổn định của MIUI và các rắc rối có thể gặp phải vì là hàng nội địa.

Anh em giúp mình chốt nhanh quả này cái :D","2018-09-04 14:53:48.000",1,"yes"
52159767,"giúp em
tư vấn giúp","e vừa mua máy trợ giảng không dây 8080unizone này tháng trước, em muốn hỏi nó kết hợp cùng loa vali kéo để bán hàng được không các bác. Mọi người tư vấn giúp em nhé, em mua máy này nhé

[URL]https://maytrogiang.com.vn/may-tro-giang-unizone-8080-khong-day[/URL]","2018-09-04 15:10:55.000",1,"yes"
52159803,"giúp em
tư vấn giúp","e vừa mua máy trợ giảng không dây unizone này tháng trước, em muốn hỏi nó kết hợp cùng loa vali kéo để bán hàng được không các bác. Mọi người tư vấn giúp em nhé, em mua máy này nhé

[URL]https://mcrio.vn/may-tro-giang-khong-day-cong-suat-lon-unizone-8080[/URL]
[IMG]https://bizweb.dktcdn.net/100/179/433/products/maytrogiang8080.jpg?v=1532768944893[/IMG]","2018-09-04 15:15:45.000",1,"yes"
52159819,"giúp mình","Giúp mình cái acc thanh cảm ơn 
son0912147327@gmail. com","2018-09-04 15:17:52.000",1,"yes"
52160211,"giúp em","Chào mọi người, em đang dùng máy amazone kindle HDX 7 3rd và đang gặp lỗi: ""giao diện người dùng đã dừng lại""!
Em mới dùng máy, máy được root lên bản 7.1.2 sẵngvà em thử cài đặt lại 1 số chỗ, nhưng đang cài đặt thì máy báo ""giao diện người dùng đã dừng lại"" và màn hình trở thành đen (không vào được gì nữa). Phím nguồn vẫn hoạt động để tắt hay khởi động lại nhưng không vào được màn hình chủ! 
Em đã dành cả buổi chiều đến giờ để tìm cách fix nhưng vẫn chưa được vì máy không thể kết nối được laptop, không vào được recovery hay fastboot,...
Giờ em hết cách nên phải nhờ các cao nhân hỗ trợ giúp em để em có thể khắc phục được tình trạng này! Cảm ơn mọi người đã đọc!","2018-09-04 16:40:57.000",1,"yes"
52160218,"làm sao","giật e k lo. e chỉ lo điện vào bo mạch máy lại làm sao thôi bác à. chả lẽ lúc nào cũng thòng  cái dây nhìn buồn cười bác nhỉ","2018-09-04 16:42:50.000",0,"no"
52160243,"giúp mình","Nâng cấp giúp mình với. Cám ơn trước ạ
Id: [email]hoangphuongthao5693@gmail.com[/email]
Pass: hoangphuongthao5693","2018-09-04 16:50:49.000",1,"yes"
52160254,"giúp mình","- Ai đó chỉ giúp mình cách xoá sạch JB mà ko fai lên fw ko aj ( X đang ở 11.2.2 )","2018-09-04 16:55:11.000",1,"yes"
52160375,"cho em hỏi","[USER=39792]@Duy Luân[/USER]: anh cho em hỏi nếu giờ do bận đi làm và không thể đến được thì những tài liệu cũng như những vấn đề đưa ra ở buổi họp mặt có được đưa lên trên diễn đàn Tinhte không anh? Em cám ơn anh.","2018-09-04 18:03:17.000",1,"yes"
52160391,"giúp em","ai giúp em với...","2018-09-04 18:22:28.000",0,"no"
52160776,"cho em hỏi","Các bác cho em hỏi là chất lượng âm trên các máy nghe nhạc nói chung như sản phẩm trên bài có tương đương với máy băng từ của sony ngày xưa không. Hồi năm 2002 nghe ké của thằng bạn thấy phê lắm. Giờ cũng muốn chơi một bộ máy nghe nhạc tầm 5,7 triệu nhưng chưa biết thế nào. Liệu 5,7 củ có ra gì ko? Cũng chưa ra cửa hàng trên tai xem ntn.","2018-09-05 00:34:31.000",1,"yes"
52161056,"giúp với","Nhờ anh em Tinh Tế có kinh nghiệm mua hàng ở các kênh bán hàng online quốc tế trợ giúp với ạ.","2018-09-05 01:19:35.000",1,"yes"
52161132,"hic hic","E mới làm YouTube mà không biết nhờ ai góp ý ở đâu hết hic hic","2018-09-05 01:27:00.000",1,"yes"
52161318,"giúp em","các bác ơi! em lại bị :( có bác nào có cao kiến gì ko! giúp em với :( em đã xóa itunes, thoát recovery trên 3utools nhưng vẫn ko được ạ! giúp em với","2018-09-05 01:43:51.000",1,"yes"
52161378,"giúp mình","Mình xài Mi8 cũng k chỉnh đc. Bác nào chỉnh đc r giúp mình với","2018-09-05 01:49:39.000",1,"yes"
52161690,"làm sao","con nào thì cũng có lỗi vặt thôi nhé bạn chứ làm sao mà hoàn hảo hết đc","2018-09-05 02:20:36.000",0,"no"
52162411,"làm sao","[FONT=Arial]Những cô gái sở hữu làn da nhạy cảm luôn phải cẩn trọng với bất cứ những thứ gì mà làn da tiếp xúc hằng ngày. Việc chăm dưỡng da đã khó, việc tắm trắng làn da còn khó khăn hơn rất nhiều. Vậy để tắm trắng cho làn da nhạy cảm chúng ta nên chọn phương pháp nào? 
[B][I]>>> Xem thêm:  [URL=https://www.maihan.vn/white-doctor/]các sản phẩm của white doctor[/URL][/I][/B]
Hãy tham khảo những bước chăm dưỡng làn da nhạy cảm dưới đây để thực hiện cho mình bạn nhé!
[CENTER][IMG]http://www.maihan.vn/images/images/cach-tam-trang.jpg[/IMG]
Làm sao để tắm trắng làn da nhạy cảm?[/CENTER]
[B]Những điều lưu ý khi dưỡng trắng da cho làn da nhạy cảm[/B]
Da nhạy cảm “ nổi tiếng” là làn da khó chiều, ngay cả khi bạn sử dụng cho chúng những nguyên liệu chọn lọc từ thiên nhiên thì cũng chưa chắc đã thật sự phù hợp với chúng mà không gây nổi mẩn ngứa hay có dấu hiệu dị ứng nào.
Da nhạy cảm thường xuất hiện những dấu hiệu dị ứng khi thời tiết thay đổi hoặc tiếp xúc với những sản phẩm dưỡng da có thành phần kích ứng.
Vì vậy, trước khi sử dụng bất cứ nguyên liệu nào, bạn cũng nên thử chúng trước nhẹ lên một vùng nhỏ phía da để đảm bảo rằng chúng ko gây tổn thương gì cho da bạn.
[CENTER][IMG]http://www.maihan.vn/images/images/cach-tam-trang1.jpg[/IMG]
Nên thử mỹ phẩm trước khi sử dụng[/CENTER]
Thành phần kem dưỡng không được phép chứa bất cứ chất gây lột tẩy, bào mòn da nào.
[B][I]>>> Xem thêm: [URL=https://www.maihan.vn/my-pham-sakura/kem-tri-nam-trang-da-sakura-whitening-day.html]kem trị nám sakura ban ngày[/URL][/I][/B]
Cần được tư vấn thật kĩ về làn da mình trước khi sử dụng sản phẩm
[B]Tắm trắng da từ thiên nhiên[/B]
Với làn da nhạy cảm thì hẳn những nguyên liệu an toàn từ thiên nhiên luôn được ưu ái làm sự lựa chọn đầu tiên. Có 2 thành phần dưỡng trắng da an toàn nhất mà bạn nên sử dụng cho mình.
[B]Tắm trắng cho da với sữa chua không đương[/B]
Nhờ vào lượng acid lactic chứa bên trong, sữa chua không đường giúp nhẹ nhàng tẩy đi lớp da chết sần sùi, kháng viêm, kháng khuẩn, tẩy đi hết vi khuẩn bị bẩn trên da cho chúng luôn mềm mịn, trắng sáng đều màu và sạch khỏe.
[CENTER][IMG]http://www.maihan.vn/images/images/cach-tam-trang2.jpg[/IMG]
Tắm trắng cho da với sữa chua không đường[/CENTER]
[B]Cách thực hiện như sau:[/B]
Đầu tiên bạn làm ướt người và tắm sơ qua để làn da gột bỏ đi hết những bụi bẩn.
Lấy sữa chua thoa nhẹ lên làn da toàn thân, kết hợp cùng những động tác massage nhẹ nhàng để chúng thẩm thấu đồng thời giúp làn da được thư giãn.
Thực hiện trong 10 phút rồi làm sạch cùng nước.
Sữa chua an toàn và dịu nhẹ, chúng giúp làm mềm, dưỡng trắng và xoa dịu làn da khó tính ấy. Bạn nên thực hiện mỗi ngày và cảm nhận làn da căng mịn, hồng hào và đều màu hơn trong 1 tháng đấy.
[B]Cách làm trắng da cùng cám gạo[/B]
Cũng như sữa chua, bột yến mạch được xếp vào thành phần thiên nhiên tắm trắng an toàn nhất cho da nhạy cảm. Lượng Vitamin B dồi dào có trong cám gạo kết hợp cùng lượng chất xơ tự nhiên và khoáng chất rất tốt cho da, sẽ giúp bạn nhanh chóng có được làn da đều màu, mịn màng và trắng sáng.
[B][I]>>> Xem thêm: [URL=https://www.maihan.vn/kem-tri-nam-ban-dem-sakura-co-tot-khong.html]kem dưỡng sakura có tốt không[/URL][/I][/B]
Bạn có thể kết hợp cám gạo cùng nước ấm hoặc sữa chua để tạo thành hỗn hợp dưỡng trắng cho da. Cách thực hiện cũng như trên.
[B][I]Chúc bạn thành công và có một làn da thật đẹp![/I][/B][/FONT][FONT=Arial]Những cô gái sở hữu làn da nhạy cảm luôn phải cẩn trọng với bất cứ những thứ gì mà làn da tiếp xúc hằng ngày. Việc chăm dưỡng da đã khó, việc tắm trắng làn da còn khó khăn hơn rất nhiều. Vậy để tắm trắng cho làn da nhạy cảm chúng ta nên chọn phương pháp nào? 

[B][I]>>> Xem thêm:  [URL=https://www.maihan.vn/white-doctor/]các sản phẩm của white doctor[/URL][/I][/B]

Hãy tham khảo những bước chăm dưỡng làn da nhạy cảm dưới đây để thực hiện cho mình bạn nhé!

[CENTER][IMG]http://www.maihan.vn/images/images/cach-tam-trang.jpg[/IMG]

Làm sao để tắm trắng làn da nhạy cảm?[/CENTER]


[B]Những điều lưu ý khi dưỡng trắng da cho làn da nhạy cảm[/B]

Da nhạy cảm “ nổi tiếng” là làn da khó chiều, ngay cả khi bạn sử dụng cho chúng những nguyên liệu chọn lọc từ thiên nhiên thì cũng chưa chắc đã thật sự phù hợp với chúng mà không gây nổi mẩn ngứa hay có dấu hiệu dị ứng nào.

Da nhạy cảm thường xuất hiện những dấu hiệu dị ứng khi thời tiết thay đổi hoặc tiếp xúc với những sản phẩm dưỡng da có thành phần kích ứng.

Vì vậy, trước khi sử dụng bất cứ nguyên liệu nào, bạn cũng nên thử chúng trước nhẹ lên một vùng nhỏ phía da để đảm bảo rằng chúng ko gây tổn thương gì cho da bạn.
 

[CENTER][IMG]http://www.maihan.vn/images/images/cach-tam-trang1.jpg[/IMG]

Nên thử mỹ phẩm trước khi sử dụng[/CENTER]


Thành phần kem dưỡng không được phép chứa bất cứ chất gây lột tẩy, bào mòn da nào.

[B][I]>>> Xem thêm: [URL=https://www.maihan.vn/my-pham-sakura/kem-tri-nam-trang-da-sakura-whitening-day.html]kem trị nám sakura ban ngày[/URL][/I][/B]

Cần được tư vấn thật kĩ về làn da mình trước khi sử dụng sản phẩm

[B]Tắm trắng da từ thiên nhiên[/B]

Với làn da nhạy cảm thì hẳn những nguyên liệu an toàn từ thiên nhiên luôn được ưu ái làm sự lựa chọn đầu tiên. Có 2 thành phần dưỡng trắng da an toàn nhất mà bạn nên sử dụng cho mình.

[B]Tắm trắng cho da với sữa chua không đương[/B]

Nhờ vào lượng acid lactic chứa bên trong, sữa chua không đường giúp nhẹ nhàng tẩy đi lớp da chết sần sùi, kháng viêm, kháng khuẩn, tẩy đi hết vi khuẩn bị bẩn trên da cho chúng luôn mềm mịn, trắng sáng đều màu và sạch khỏe.

[CENTER][IMG]http://www.maihan.vn/images/images/cach-tam-trang2.jpg[/IMG]

Tắm trắng cho da với sữa chua không đường[/CENTER]


[B]Cách thực hiện như sau:[/B]

Đầu tiên bạn làm ướt người và tắm sơ qua để làn da gột bỏ đi hết những bụi bẩn.

Lấy sữa chua thoa nhẹ lên làn da toàn thân, kết hợp cùng những động tác massage nhẹ nhàng để chúng thẩm thấu đồng thời giúp làn da được thư giãn.

Thực hiện trong 10 phút rồi làm sạch cùng nước.

Sữa chua an toàn và dịu nhẹ, chúng giúp làm mềm, dưỡng trắng và xoa dịu làn da khó tính ấy. Bạn nên thực hiện mỗi ngày và cảm nhận làn da căng mịn, hồng hào và đều màu hơn trong 1 tháng đấy.

[B]Cách làm trắng da cùng cám gạo[/B]

Cũng như sữa chua, bột yến mạch được xếp vào thành phần thiên nhiên tắm trắng an toàn nhất cho da nhạy cảm. Lượng Vitamin B dồi dào có trong cám gạo kết hợp cùng lượng chất xơ tự nhiên và khoáng chất rất tốt cho da, sẽ giúp bạn nhanh chóng có được làn da đều màu, mịn màng và trắng sáng.

[B][I]>>> Xem thêm: [URL=https://www.maihan.vn/kem-tri-nam-ban-dem-sakura-co-tot-khong.html]kem dưỡng sakura có tốt không[/URL][/I][/B]

Bạn có thể kết hợp cám gạo cùng nước ấm hoặc sữa chua để tạo thành hỗn hợp dưỡng trắng cho da. Cách thực hiện cũng như trên.

[B][I]Chúc bạn thành công và có một làn da thật đẹp![/I][/B][/FONT]","2018-09-05 03:37:29.000",0,"no"
52162581,"làm sao","Chrome bản này cứ sáng sáng quá làm sao ấy, nhìn chói mắt","2018-09-05 03:54:56.000",0,"no"
52163717,"làm sao","lên là lên làm sao anh Duy Luân . Hỏi thiệt nghen","2018-09-05 06:35:59.000",0,"no"
52163868,"làm sao","Làm sao để tìm được điện thoại trước, sau đó mới đến vấn đề dùng điện thoại tìm kính","2018-09-05 06:59:39.000",0,"no"
52163974,"làm thế nào","Kết nối [B]wifi ẩn (Hidden SSID)[/B] là cách làm rất hay, có thể giúp bạn truy cập vào mạng riêng tư mà không sợ bị ai đó hỏi thăm. Đặc biết rất hữu ích khi nhà bạn có mạng wifi những không muốn chia sẻ với hàng xóm. Bài viết hôm nay sẽ giới thiệu về Wifi ẩn ([I]còn gọi là Hidden SSID[/I]), tính bảo mật cũng như hướng dẫn tìm và kết nối mạng wifi ẩn này trên máy tính, laptop.

[B]Hidden SSID là gì?[/B]

Khi bạn kết nói vào một mạng wifi, bạn đều thấy nó có 1 cái tên. SSID chính là tên được gán với mạng không dây và là định danh cho nó, tất cả các máy khác kết nối mạng đó biết nó thông qua SSID của nó. Các mạng không dây phát SSID của chúng để các máy khác có thể dò và kết nối vào.

Tuy nhiên, nhiều người dùng không muốn người khác biết đến sự hiện diện của mạng wifi nhà mình vì thế mà mạng không phát tên công khai và đó chính là mạng dạng có Hidden SSID (SSID ẩn). Thông thường những mạng này sẽ không hiển thị khi bạn quét dò các mạng wifi trên laptop hoặc di động.

[CENTER][IMG]https://i.imgur.com/rBprg26.jpg[/IMG]
[I]Mạng wifi ẩn ([I]Hidden SSID[/I]) liệu có an toàn không?[/I]
[/CENTER]
Đọc đến phần này, hẳn là nhiều người đang nghĩ đây là chức năng bảo mật tuyệt vời. Nhưng thực tế lại không như vậy, có rất nhiều công cụ có khả năng quét thấy mạng ẩn dễ dàng. Và việc ẩn mạng, dường như gây sự chú ý với các hacker hơn. Việc ẩn mạng không hề bổ sung lớp bảo mật nào cho mạng wifi, vì thế để đảm bảo an toàn hơn bạn nên xem xét việc đổi mật khẩu và kiểu bảo mật.

[B][SIZE=5]Cách dò tìm mạng wifi ẩn ([I]Hidden SSID[/I])[/SIZE][/B]

Hiện có rất nhiều công cụ có thể quét tìm mạng ẩn và giúp bạn trong kết nối vào những mạng này, hoặc kiểm tra mức độ bảo mật của wifi.

[B]1. NetSurveyor [/B]

Đây là công cụ miễn phí giúp tìm kiếm mạng dễ dàng, nó có thể quét khu vực xung quanh để tìm sóng wifi sau đó xử lý các thông tin thu thập được và hiển thị báo cáo cho bạn gồm các biểu đồ và giá trị chẩn đoán khác nhau. Công cụ này hỗ trợ hầu hết các thiết bị chuyển tín hiệu không dây hiện có trên thị trường.

[B]2. NetStumbler[/B]

Công cụ này cùng loại với NetSurveyor nhưng tương đối lỗi thời, chỉ thích hợp với hệ thống cũ. Nó hỗ trợ tìm kiếm mạng và có đầy đủ những tính năng cần thiết khi bạn muốn dò tìm mạng không dây. Nhược điểm của công cụ này chính là không được cập nhật một thời gian nên không nhận diện được một số wifi adapter mới.

[B]3. Kismet[/B]
Là hệ thống dò tìm và phát hiện xâm nhập mạng mã nguồn mở, Kismet khá phức tạp và bạn cần phải biên dịch nó trước khi sử dụng. Bạn có thể tìm hướng dẫn biên dịch trên windows và Linux từ trang hướng dẫn của nhà cung cấp.

[SIZE=5][B]Cách kết nối vào mạng wifi ẩn (Hidden SSID) trên windows 10[/B][/SIZE]

[CENTER][IMG]https://i.imgur.com/6gscPmm.jpg[/IMG]
[I]Hướng dẫn kết nối vào mạng wifi ẩn trên windows 10[/I][/CENTER]

Để kết nối vào mạng ẩn trên windows 10 bạn chỉ cần vài thao tác rất đơn giản, nhưng trước khi tiếp tục bạn cần có những thông tin:
[LIST]
[*]SSID: Tên mạng wifi ẩn
[*]Security Type: kiểu bảo mật
[*]Security Key: mật khẩu wifi
[*]EAP Method: phương thức bảo mật (nếu dùng kiểu WPA2 – Enterprise AES)
[/LIST]
Sau khi đã có những thông tin, bạn cần làm theo các bước sau đây:
[LIST]
[*]Bước 1: Mở [B]Settings[/B] bằng cách nhấn tổ hợp phím Windows + I
[*]Bước 2: Chọn [B]Network and Internet[/B]
[*]Bước 3: [B]Chọn Wifi[/B] từ trình đơn bên trái.
[*]Bước 4: Nhấp chuột vào [B]Manage Known Networks[/B].
[*]Bước 5: Chọn tùy chọn [B]Add a new network[/B]
[*]Bước 6: Nhập tên wifi (SSID), chọn kiểu bảo mật và nhập mật khẩu.
[*]Bước 7: Tích chọn [B]Connect Automatically[/B] nếu bạn muốn kết nối tự động vào mạng này mỗi khi đi vào vùng phủ sóng của nó, rồi sau đó [B]Save[/B] lại là được
[/LIST]
[CENTER][IMG]https://i.pinimg.com/564x/e5/ab/77/e5ab771dc97839b49cb58cb258fa0fe6.jpg[/IMG][/CENTER]

[B][SIZE=5]Làm thế nào để ẩn mạng wifi?[/SIZE][/B]

Có rất nhiều cách ẩn SSID khác nhau, tùy thuộc từng router và nhà sản xuất. Tuy nhiên, tựu chung vẫn là những bước dưới đây:
[LIST]
[*]Bước 1: Mở trình duyệt web và truy cập trang cấu hình của router, thông thường địa chỉ có dạng: 192.168.0.1 hoặc 192.168.1.1, bạn hãy đọc hướng dẫn kèm router để biết địa chỉ chính xác.
[*]Bước 2: Nhập thông tin đăng nhập từ tài liệu hướng dẫn sử dụng.
[*]Bước 3: tiếp theo bạn tìm đến mục cài đặt mạng không dây (wireless settings) và tắt (disabled) tùy chọn SSID Broadcast.
[/LIST]
[B][SIZE=5]Liệu mạng wifi ẩn có an toàn hay không?[/SIZE]
[I]Ẩn WIfi (Hidden SSID)[/I][/B] không bổ sung chức năng bảo mật nào vào mạng không dây của bạn bởi bản chất của wifi là truyền tín hiệu thông qua sóng vô tuyến nên việc [I][B]ẩn SSID[/B][/I] không thay đổi bất cứ điều gì. Ngược lại còn làm việc kết nối trở nên khó khăn hơn vì người dùng cần thực hiện nhiều thao tác.
Ngoài ra, máy tính liên tục phải quét khu vực bạn đang ngồi để tìm mạng wifi ẩn và bạn có thể gặp rủi ro với chính mạng đó.","2018-09-05 07:10:30.000",0,"no"
52164188,"cho em hỏi","Các bác cho em hỏi xúi. Em nokia maze 2018 ở đâu có bán","2018-09-05 07:33:23.000",1,"yes"
52164205,"giúp em","Em muốn chơi The Sims trên iOs, em không rành cách cài, anh chị nào giúp em với.","2018-09-05 07:37:19.000",1,"yes"
52164389,"làm sao","Ủng hộ tivi 8K, và lên 16K, vấn đề còn lại là làm sao để giảm lượng điện tiêu thụ lại cũng như giá cả.","2018-09-05 07:58:16.000",0,"no"
52164511,"cho em hỏi","Các bác cho em hỏi FZ150i chạy loại nào thì tốt???","2018-09-05 08:09:33.000",1,"yes"
52164685,"giúp em","Có ai có bản rom cook nào ổn nhất của con này không ạ? giúp em cài với, e mua bên clickbuy nhưng sử dụng rất chán, tin nhắn ko có gửi bằng cái softbak gì ấy, không gửi được. Wifi thì bắt kém, font chữ lỗi tùm lum. Mua ko đang nhiêu tiền nên cũng chẳng muốn qua họ để nhờ giúp. Chắc kỹ thuật bên đấy cũng chịu nên mới cài cái bản rất củ chuối :(((
Em cảm ơn!","2018-09-05 08:26:17.000",1,"yes"
52164762,"làm sao","Chào cả nhà! Số là mình thấy nhiều bạn (mà cả truyền thông nữa) cứ đánh tơi tả phim Như Ý truyện, và không quên so sánh với diên hy. Mình thấy hơi bối rối 1 chút nên đành chia sẻ vậy.

+Nếu xét về so sánh:
-Như Ý hay hơn Diên Hy rất nhiều lần. Hay hơn hẳn về nội dung, cấu tứ, cách dùng mưu, cách giải quyết. Độc đáo hơn về lời thoại. Diễn viên diễn xuất đáng tin cậy hơn. Nội tâm nhân vật cũng đa dạng hơn. Nhiều bạn nói trang phục, bối cảnh của Như Ý xấu. Không hề, đẹp đến mê ly luôn cơ mà. Trang phục của các Phi tần phải nói là ngọc ngà đấy chứ. Hơn hết, Như Ý đậm tính phim điện ảnh. Nhiều tập vô cùng xúc động dù các nhân vật chẳng hề gào khóc, ồn ào.
-Như Ý hay như Chân Hoàn truyện. Chân Hoàn là phần trước, tụ hội nhiều tinh hoa của tác giả, đi vào lòng khán giả rất sâu đậm. Còn Như Ý có nhiều ""chiêu"" tương tự Chân Hoàn, nhưng không phải là sao chép, mình thấy nó có hoàn cảnh khác, và đặc biệt quay phim trong Như Ý truyện còn có phần tốt hơn Chân Hoàn nữa. Nếu mọi người yêu thương Tôn Lệ với biểu cảm nữ nhi - nữ cường, thì chắc chắc thán phục Châu Tấn với biểu cảm linh hoạt của cô gái 15 16 tuổi, đến lúc thâm sâu, dữ dội.

+Nếu xét về tuyến nhân vật phụ:
-Như Ý đặc sắc, nổi trội với các nhân vật chính thứ
1/ Kim Ngọc Nghiêng: nhân vật này diễn tốt, thần thái ổn định từ đầu chí cuối, đôi mắt và cái môi cô ấy đặc biệt làm sao. Và vượt trội hơn nhiều nhân vật khác trong phim diên hy ở chỗ: khi chết không có phùng mang trợn má, tức óc a óc ách. Quan trọng là thần thái!
2/ Cao Hi Nguyệt: ban đầu dễ gây nhàm chán vì thái độ cứ xồn xồn lên, chảnh không tới. Nhưng thật ra càng xem về sau càng thấy yêu mến nhân vật này (dù thủ vai ác), diễn vừa phải, khi chết cũng làm người ta thấy tiếc nuối.
3/ Phú Sát hoàng hậu: nếu những bạn quá trông đợi vào 1 hoàng hậu tâm cơ dữ dội thì sẽ hơi thất vọng với diễn xuất của Đổng Khiết. Nhưng sai rồi, nhân vật này rất độc đáo đấy. Cô luôn mong muốn có gia tộc, có hoàng đế, có con cái tài giỏi. Nhưng cô sợ mất mọi thứ vào tay các phi tần khác. Có lúc do dự, có lúc thẳng tay. Làm đầu tắc mặt tối chuyện hậu cung vẫn bị Thái hậu la rầy, kìm hãm. Cho thấy hình tượng người phụ nữ có quyền lực nhưng chưa hề hạnh phúc. 
4/ Lăng Vân Triệt và Lý Ngọc: quá đẹp, quá hợp vai. Nếu diên hy có Phó Hằng làm các chị em mê mệt, nhưng diễn xuất chưa tới đâu, đơ lắm, không thấy đc tình cảm gì cả. Thì Lăng Vân Triệt lại rất nồng ấm. Cái nhìn của chàng này cho người yêu, và cả cho Như Ý cũng rất đàn ông. Bi kịch cuối đời của Vân Triệt cũng quá là đau đớn, tác giả nặng tay quá rồi huhu, nhưng dù sao đó mới là điểm nhấn.

Và còn rất nhiều nhân vật nữa chưa tham gia vào cuộc đua (mới chiếu đến tập 30 mà). Hy vọng tiếp tục được khóc cùng bi kịch của các nhân vật.

Topic mang tính chất chia sẻ, trao đổi, cảm nhận. Fan của phim khác chớ nặng lời, chủ thớt mong manh lắm hihihi.","2018-09-05 08:34:26.000",0,"no"
52164882,"làm sao","Làm sao mua cp các công ty này tại Việt Nam nhỉ","2018-09-05 08:47:37.000",0,"no"
52165129,"giúp em","Em thích bài này lâu rồi mà ko biết tìm đâu ra. Các bác giúp em với ạ.

youtu.be/T2KaFRN8u_0

Phút 8:20 ạ.","2018-09-05 09:16:50.000",1,"yes"
